xml_id,entry_tag,type,title,authors,editors,pub_places,publishers,dates_text,date_attrs,notes,source_files,idno_varia,idno_riopac,idno_gnd,idno_geschichtsquellen,idno_handschriftencensus,idno_googlebooks,idno_gw,idno_uri,idno_opac_ri,idno_kalliope,idno_doi,idno_mdz,idno_dnb,idno_hathitrust,idno_bsb,idno_bsbink,idno_istc,idno_worldcat,idno_bavarikon,idno_archive,idno_dmgh
lassberg-literature-0001,bibl | biblStruct,contemporaryPublication,Fabeln aus den Zeiten der Minnesinger,"Johann Jakob Bodmer | Boner, Ulrich","Bodmer, Johann Jakob | Breitinger, Johann Jakob",Zürich,Orell und Compagnie,1757,when=1757,"Vorlageform des Erscheinungsvermerks: Zürich, auf Kosten der Gesellschaft gedruckt bey Orell und Compagnie.",lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,https://digi.ub.uni-heidelberg.de/diglit/boner1757,,,,,,,,,,,,,
lassberg-literature-0002,bibl,historicalSource,Memorabilium omnis aetatis et omnium gentium chronici commentarii,Johannes Nauclerus,,,,1501-1514,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/3584,,,,,,,,,,,,,,,,,
lassberg-literature-0003,bibl,contemporaryPublication,Bischofzell: dargestellt nach seinem gegenwärtigen Zustande und seinen bisherigen Schicksalen. Thurgauer Neujahrsblatt 2,Johann Adam Pupikofer,,Frauenfeld,,1825,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/892798,,,,,,,,,,,,,,,,,,,
lassberg-literature-0004,bibl,historicalSource,Klingenberger Chronik,,,,,1460,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,https://d-nb.info/gnd/7576582-2,https://www.geschichtsquellen.de/werk/1096,https://handschriftencensus.de/werke/4111,,,,,,,,,,,,,,,,
lassberg-literature-0005,bibl,contemporaryPublication,Chronicon Helveticum,Aegidius Tschudi | Johann Rudolf Iselin,,Basel,,1734,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0006,bibl,contemporaryPublication,Hallers kritischem Verzeichnisse aller Schriften,Gottlieb Emanuel Haller,,Bern,,1759–1770,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://hallernet.org/data/publication/15002,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0007,bibl,contemporaryPublication,Bibliothek der Schweizergeschichte,Gottlieb Emanuel Haller,,Bern,,1785,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0008,bibl,contemporaryPublication,Von Auf- und Abgang der Herzogen von Zähringen.,Johannes Langhans,,Bern,,1642,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0009,bibl,historicalSource,Habsburger-Chronik,Heinrich von Klingenberg,,,,1260-1306,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,http://www.geschichtsquellen.de/werk/2711,,,,,,,,,,,,,,,,,
lassberg-literature-0010,bibl | biblStruct,contemporaryPublication,Geschichte der Hohenstaufen und ihrer Zeit,Friedrich von Raumer,,Leipzig,F. A. Brockhaus,1823,from=1823;to=1825,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/40301,,,,https://books.google.com/books?id=264rc1A6GaEC,,,http://opac.regesta-imperii.de/id/40301,,,,,https://catalog.hathitrust.org/Record/000411685,,,,,,,
lassberg-literature-0011,bibl | biblStruct,contemporaryPublication,Monumenta Anecdota Historiam Germaniae Illustrantia | Monumenta anecdota historiam Germaniae illustrantia: ex sua bibliotheca aliisque edidit,Georg W. Zapf | Georg Wilhelm Zapf,,Augsburg,Deckardt,1785,when=1785,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,https://books.google.com/books?id=_-JJD5KrK2cC,,,,,,,,,https://opacplus.bsb-muenchen.de/title/BV009362157,,,,,https://archive.org/details/bub_gb_A04VAAAAQAAJ,
lassberg-literature-0012,bibl | biblStruct,contemporaryPublication,"Episcopatus Constantiensis Alemannicus sub metropoli Moguntina chronologice et diplomatice illustratus | Episcopatus Constantiensis Alemannicus sub metropoli Moguntina, cum Vindonissensi cui successit, in Burgundia Transiurana provinciae Vesontinae olim fundato, chronologice et diplomatice illustratus",Trudpert Neugart | Franz Joseph Mone,Franz Joseph Mone,St. Blasien | S. Blasien | Freiburg im Breisgau,Typis S. Blasii | Herder,1803,when=1803 | when=1862,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/62260,,,,https://books.google.com/books?id=8VuYBN2ZrtIC | https://books.google.com/books?id=DcHK0BoPciIC,,,http://opac.regesta-imperii.de/id/62260,,,,,,https://www.digitale-sammlungen.de/en/details/bsb10004576,,,,,,
lassberg-literature-0013,bibl | biblStruct,unknown,Unbekannt,Unbekannt,,Unbekannt,,Unbekannt,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0014,bibl | biblStruct,contemporaryPublication | historicalSource,"Die Berner Chronik. | Berner Chronik | Bern, Burgerbibliothek, Mss.h.h.I.4 (Amtliche Abschrift durch Paul Anshelm u. a.) | Berner Chronik, vom Anfang der Stadt bis 1526 | Die Berner Chronik des Valerius Anshelm",Valerius Anshelm,Rudolf Emanuel Stierlin | Johann Rudolf Wyss | Emil Bloesch | Historischer Verein des Kantons Bern,Bern,L. A. Haller | K. J. Wyss,1884-1901,notBefore=1529;notAfter=1547 | when=1546-05-01 | from=1825;to=1833 | from=1884;to=1901,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/26220,,,,https://books.google.com/books?id=2UAPAAAAQAAJ | https://books.google.com/books?id=bAs3AQAAMAAJ,,https://katalog.burgerbib.ch/detail.aspx?ID=31485,http://opac.regesta-imperii.de/id/26220,,,,,https://catalog.hathitrust.org/Record/012142458,,,,,,https://archive.org/details/valeriusanshelms02ansh,
lassberg-literature-0015,bibl,historicalSource,Reisebericht,Gabriel Tetzel,,,,1465-1479,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/4467,https://handschriftencensus.de/werke/5853,,,,,,,,,,,,,,,,
lassberg-literature-0016,bibl,historicalSource,Casus monasterii Petrishusensis,,,,,976,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/812,,,,,,,,,,,,,,,,,
lassberg-literature-0017,bibl,contemporaryPublication,Germaniae Sacrae Prodromus. Seu Collectio Monumentorum Res Alemannicas Illustrantium.,Aemilian Ussermann,,St. Blasien,,1790,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0018,bibl,historicalSource,Chronik der Stadt und Landschaft Schaffhausen,Johann Jakob Rüeger,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Johann_Jakob_R%C3%BCeger,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0019,bibl,historicalSource,Notitia dignitatum,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Notitia_dignitatum,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0020,bibl,contemporaryPublication,Deutsche Grammatik.,"Grimm, Jacob",,Göttingen,,1822-1836,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0021,bibl,contemporaryPublication,Gottfrieds von Straßburg Werke aus den beßten Handschriften mit Einleitung und Wörterbuch herausgegeben durch F.H.v.d.H.,Friedrich Heinrich von der Hagen | Gottfrieds von Straßburg,,Breslau,,1823,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,https://books.google.dk/books?id=aUEJAAAAQAAJ&hl | https://books.google.dk/books?id=aUEJAAAAQAAJhl,,,,,,,,,,,,,,,
lassberg-literature-0022,bibl,contemporaryPublication,"Lieder-Saal, das ist: Sammelung altteutscher Gedichte",Joseph von Laßberg,,Konstanz,,1825,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,http://dl.ub.uni-freiburg.de/diglit/liedersaal1825-3,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0023,bibl,contemporaryPublication,Das Nibelungenlied.,Karl Simrock,,Berlin,,1827,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0024,bibl,contemporaryPublication,"Allgemeine Kirchenzeitung. Will,",,,Darmstadt,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0025,bibl,historicalSource,Sermones in lingua vulgari.,Berthold von Regensburg,,,,um 1275,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/640,,,,,,,,,,,,,,,,,
lassberg-literature-0026,bibl,contemporaryPublication,"Samlung deutscher Gedichte aus dem XII., XIII. und XIV. Jahrhundert. 3 Bde.",Christoph Heinrich Myller,,Berlin,,1784-1787,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://www.digitale-sammlungen.de/de/details/bsb10057384,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0027,bibl,contemporaryPublication,Literarischer Grundriß zur Geschichte der deutschen Poesie: von der ältesten Zeit bis in das sechzehnte Jahrhundert,Friedrich Heinrich von der Hagen | Johann Gustav Büsching,,,,1812,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0028,bibl,historicalSource,Tristan,Gottfried von Straßburg,,,,um 1210,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Tristan_(Gottfried_von_Stra%C3%9Fburg),,,,,,,,,,,,,,,,,,,,
lassberg-literature-0029,bibl,historicalSource,Der arme Heinrich.,Hartmann von Aue,,,,um 1190,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Der_arme_Heinrich,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0030,bibl,contemporaryPublication,Corpus historicum medii aevi sive Scriptores res.. . praecipue in Germania.. . illustrantes (Vol. 1-2).,Johann Georg Eccard,,Leipzig,,1723,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/1240506,,,,,,,,,,,,,,,,,,,
lassberg-literature-0031,bibl,contemporaryPublication,Bilder und Schriften der Vorzeit.,Ulrich Friedrich Kopp,,Mannheim,,1819,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://doi.org/10.11588/diglit.4807,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0032,bibl,historicalSource,Cronick des gotzhuses Rychenowe.,Gallus Öhem,,Reichenau,,1480-1505,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/3828,,,,,,,,,,,,,,,,,
lassberg-literature-0033,bibl,historicalSource,Continuatio Chronici Hermanni Contracti,,,Reichenau,,1070-1102,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/5753,,,,,,,,,,,,,,,,,
lassberg-literature-0034,bibl,contemporaryPublication,Genealogia diplomatica augustae gentis Habsburgicae (Vol. 1-3).,Marquard Herrgott,,Wien,,1737,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/47167,,,,,,,,,,,,,,,,,,,
lassberg-literature-0035,bibl,contemporaryPublication,"Gemeiner loblicher Eidgenossenschaft Städten, Landen und Völkern Chronik würdiger Taten beschreibung.",Johannes Stumpf,,Zürich,,1548,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0036,bibl,contemporaryPublication,"Annales et chronica aevi Carolini. (Monumenta Germaniae Historica. Scriptores in Folio, 1).",Georg Heinrich Pertz,,Hannover,,1826,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/114578,,,,,,,,,,,,,,,,,,,
lassberg-literature-0037,bibl,contemporaryPublication,"Thesaurus Antiquitatum Tevtonicarum, Ecclesiasticarum, Civilium, Litterariarum. 3, Glossarium Ad Scriptores Linguae Francicae Et Alemannicae Veteris... .",Johann Schilter,,Ulm,,1728,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0038,bibl,contemporaryPublication,"Ueberlieferungen zur Geschichte, Literatur und Kunst der Vor- und Mitwelt.",Friedrich Adolph Ebert,,Dresden,,1826,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0039,bibl,historicalSource,Vulcans Jornandes (?),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0040,bibl,contemporaryPublication,Idunna und Hermode: ein alterthumszeitung.,Friedrich David Gräter,,Breslau,,1812,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0041,bibl,historicalSource,Chronicarum libri IV (unbekannte Ausgabe),Pseudo-Fredegar,,,,613-770,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/2355,,,,,,,,,,,,,,,,,
lassberg-literature-0042,bibl,historicalSource,Historia Francorum (unbekannte Ausgabe),Aimoin von Fleury,,,,um 965-1000,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0043,bibl,historicalSource,Notkeri Balbuli vita Caroli M. (unbekannte Ausgabe),Notkerus Balbulus,,,,883-887,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/3792,,,,,,,,,,,,,,,,,
lassberg-literature-0044,bibl,contemporaryPublication,Geschichte des Thurgaus.,Johann Adam Pupikofer,,Bischofzell | Zürich,,1828–1830,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0045,bibl,contemporaryPublication,"Tagebuch einer zweiten Reise [im Jahr 1825] über Paris nach London und einigen Fabrikstädten Englands vorzüglich in technologischer Hinsicht / von Johann Conrad Fischer, Oberstlieutenant der Artillerie.",Johann Conrad Fischer,,Aarau,,1826,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://doi.org/10.3931/e-rara-61119,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0046,bibl,contemporaryPublication,"Glossarium Germanicum medii aevi, maximam partem e diplomatibus multis praeterea aliis monumentis ... adornatum in 1 Bd. (Vol. 1-2).",Christian Gottlob Haltaus,,Leipzig,,1758,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/60354,,,,,,,,,,,,,,,,,,,
lassberg-literature-0047,bibl,contemporaryPublication,Annales des Sciences Naturelles (Zeitschrift),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://en.wikipedia.org/wiki/Annales_des_Sciences_Naturelles,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0048,bibl,contemporaryPublication,Isis (Zeitschrift),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,"https://de.wikipedia.org/wiki/Isis_(Zeitschrift,_1816)",,,,,,,,,,,,,,,,,,,,
lassberg-literature-0049,bibl,contemporaryPublication,Bucelinus (genaues Werk unbekannt),Gabriel Bucelinus,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0050,bibl,contemporaryPublication,Schaffhauser Zeitung (Unbekannt),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0051,bibl,contemporaryPublication,Thurgauer Zeitung,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Thurgauer_Zeitung,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0052,bibl,contemporaryPublication,Reisewerk des Herrn Schwab (Unbekannt),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0053,bibl,contemporaryPublication,"Ein Volksbüchlein. Band 1,",Ludwig Aurbacher,,München,,1827,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0054,bibl,contemporaryPublication,"Jahresbericht der Schweizerischen naturforschenden Gesellschaft 12, 1826.",Schweizerischen naturforschende Gesellschaft,,Chur,,1826,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://www.e-periodica.ch/digbib/view?pid=sng-004%3A1826%3A12#3,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0055,bibl,contemporaryPublication,Wüstischen Katalog von Zürich (Unbekannter Verkaufskatalog),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0056,bibl,contemporaryPublication,Helvetia Sancta.,Heinrich Murer,,Luzern,,1648,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0057,bibl,contemporaryPublication,"Abriß der Sitten und Gebräuche aller Nazionen oder kurze Darstellungen der merkwürdigsten menschlichen Wohnplätze, Beschäftigungen und Gewohnheiten in den fünf Theilen der Welt.",Carl Lang,,Nürnberg,,1809,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0058,bibl,contemporaryPublication,Einsiedlische Chronik oder Geschichte des Stiftes und der Wallfahrt zu Maria Einsiedeln. Vorzüglich für Wallfahrter.,P. Joseph Tschudi,,Einsiedeln,,1823,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0059,bibl,contemporaryPublication,"Antiquae Lectionis Tomus... Teil: 1: In Quo XVI. Antiqua Monumenta Ad Historiam Mediae Aetatis Illustrandam, Nunquam Edita Ingolstadiensi.",Heinrich Canisius,,Ingolstadt,,1601,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0060,bibl,historicalSource,Gesta Karoli (Dublette),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/3792,,,,,,,,,,,,,,,,,
lassberg-literature-0061,bibl,contemporaryPublication,Antiquarischer Katalog (Jahr unbekannt).,Ferdinand Steinkopf,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0062,bibl,contemporaryPublication,"Der Bär, als Wappen des Kantons Appenzell. In: Appenzellisches Monatsblatt 3 Heft 2 (1827), S. 21-26.",,,Frauenfeld,,1827,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://doi.org/10.5169/seals-542143,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0063,bibl,contemporaryPublication,"Thesaurus monumentorum ecclesiasticorum et historicorum, sive Henrici Canisii lectiones antiquae. Band: 2,2.",Jacob Basnage | Heinrich Canisius,,Antwerpen,,1725,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://gateway-bayern.de/BV011139785,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0064,bibl,contemporaryPublication,"Sancti Georgii Florentii Gregorii Episcopi Turonensis Opera Omnia, Luteciae Parisiorum 1699.",Thierry Ruinart,,Paris,,1699,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0065,bibl,contemporaryPublication,Helvetia: Denkwürdigkeiten für die XXII Freistaaten der Schweizerischen Eidgenossenschaft,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://swisscollections.ch/Record/991086841629705501,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0066,bibl,contemporaryPublication,Historia Nigrae Silvae Ordinis Sancti Benedicti Coloniae. Teil: 3: Codex Diplomaticus Distoriae Silvae Nigrae.,Martin Gerbert,,St. Blasien,,1793,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0067,bibl,contemporaryPublication,Codex Epistolaris Rudolphi I. Romanorum Regis.,Martin Gerbert,,St. Blasien,,1772,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0068,bibl,historicalSource,Appenzeller Reimchronik,,,,,1404-1405,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,https://d-nb.info/gnd/1266926364,https://www.geschichtsquellen.de/werk/4132,https://handschriftencensus.de/werke/649,,,,,,,,,,,,,,,,
lassberg-literature-0069,bibl,historicalSource,Weingartner Kaiserchronik,,,,,1190-1208,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/5238,,,,,,,,,,,,,,,,,
lassberg-literature-0070,bibl,historicalSource,Historia Welforum,,,,,1170-1191,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/2909,,,,,,,,,,,,,,,,,
lassberg-literature-0071,bibl,historicalSource,Annales,,,,,um 1250-1305,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/2764,,,,,,,,,,,,,,,,,
lassberg-literature-0072,bibl,contemporaryPublication,Velser,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0073,bibl,historicalSource,Annales,,,,,1290-1305,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/2059,,,,,,,,,,,,,,,,,
lassberg-literature-0074,bibl,contemporaryPublication,Morgenblatt für gebildete Stände,,,Stuttgart,,1812,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,https://d-nb.info/gnd/4345483-5,,,,,,,,,,,,,,,,,,
lassberg-literature-0075,bibl,contemporaryPublication,Codex Diplomaticus Alemanniae et Burgundiae Trans-Iuranae intra fines doecesis Constantiensis,Trudpert Neugart,,,,1791-1795,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0076,bibl,contemporaryPublication,Diviko und das Wunderhorn oder die Lemanschlacht. Ein deutsches National-Heldengedicht von Dr. Joseph Anton Henne aus Sargans in der Schweiz.,,,,,1826,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0077,bibl,contemporaryPublication,Rerum Italicarum scriptores,,,,,1723-1770,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0078,bibl,contemporaryPublication,Biographie universelle ou dictionnaire de tous les hommes,,,,,1843,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0079,bibl,historicalSource,Alexandreis,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Alexandreis,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0080,bibl,contemporaryPublication,Thurgauer Neujahrsblatt,,,,,1824-1856,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/892796,,,,,,,,,,,,,,,,,,,
lassberg-literature-0081,bibl,contemporaryPublication,Williram's Uebersetzung und Auslegung des Hohenliedes,,,,,1827,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0082,bibl,contemporaryPublication,"Archiv der Gesellschaft für Ältere Deutsche Geschichtkunde zur Beförderung einer Gesammtausgabe der Quellenschriften deutscher Geschichten des Mittelalters, Bd. 5",,,,,1824,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0083,bibl,contemporaryPublication,Schwäbische Merkur,,,,,1785-1941,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0084,bibl,historicalSource,Chronik des Konstanzer Konzils,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://www.geschichtsquellen.de/werk/4591,,,,,,,,,,,,,,,,,
lassberg-literature-0085,bibl,contemporaryPublication,Deutsche Rechtsalterthümer,,,,,1828,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0086,bibl,contemporaryPublication,Monumenta Boica,,,,,1763-1836,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/99537,,,,,,,,,,,,,,,,,,,
lassberg-literature-0087,bibl,contemporaryPublication,Schweizerisches Idiotikon: mit etymologischen Bemerkungen untermischt : samt einem Anhange der verkürzten Taufnamen,,,,,1994,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0088,bibl,contemporaryPublication,"Dissertatio Inauguralis Juridica De Fontibus Juris Romani: Derivatis Ex Historica Indagine Legis Necessarium, Digestorum De Origine Juris, & omnium Magistratuum, & Successione Prudentium, Nec Non Aliis, Tam Veteris, Quam Recentioris Jurisprudentiae Scaturiginibus & Monumentis | Dissertatio Inauguralis Juridica De Fontibus Juris Romani: Derivatis Ex Historica Indagine Legis Necessarium, Digestorum De Origine Juris, omnium Magistratuum, Successione Prudentium, Nec Non Aliis, Tam Veteris, Quam Recentioris Jurisprudentiae Scaturiginibus Monumentis",,,,,1747,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
